0	[2153, 2898]
395	[11615, 98]
4412	[2960, 10024, 11349, 889, 9358, 10879, 2764, 9094, 2680, 6642, 5912, 3382]
4413	[1388, 10144, 1539, 4240, 127, 7976, 3012, 5709, 5566, 2680, 10414, 7326, 2205]
4414	[5355, 6843]
4415	[11349, 10784]
4416	[3812, 185, 3246, 6372, 11132]
4417	[11123, 11137, 7199, 10361, 5551, 10414, 2229, 6962]
4418	[7215, 825, 1995, 3194, 5271, 8526]
4419	[5380, 10339]
4420	[1749, 3629]
4421	[10327, 9358]
4422	[8458, 325]
4423	[11248, 4982, 8539, 1811, 11344, 11494, 5912, 4811, 6777]
4424	[7277, 10789, 7416, 8951, 11443, 5239, 3488, 2073, 4310, 2680, 11412, 9071, 3280, 6430, 2225, 10119, 7062, 5274, 7900, 2228, 6880, 5974, 6214, 3365, 6821, 9648, 8510, 6271, 3512, 3250, 8574, 2330, 6131, 11688]
396	[10527, 5968, 542]
4425	[818, 9131]
4426	[889, 7988, 3828, 2680, 1718, 3207, 1481, 11139, 3791, 2387, 9540, 9257, 4081, 5709, 7896, 11005, 3911, 937, 8510, 6154, 62, 10716, 3933]
4427	[4311, 2161]
4428	[6322, 5857]
4429	[3704, 5894, 3335, 1661]
4430	[4598, 6939, 3624, 7124, 4999, 4076, 6416, 11282, 8307]
4431	[3148, 11576]
4432	[1776, 6705]
397	[2634, 6203]
4433	[3337, 10613, 8972]
4434	[9369, 5024, 9989]
4435	[5311, 11065]
4436	[9851, 6439]
398	[5740, 7199, 8852, 5230, 4846, 8726]
4437	[908, 2183, 4240, 1555]
4438	[10076, 8067, 889, 181]
4439	[5548, 1484, 937]
4440	[3012, 7353, 8303]
4441	[6907, 7759, 3688, 3442, 7555, 10011, 231, 5858, 5949, 10556, 7074, 3065]
4442	[3582, 1349]
4443	[818, 9131, 2438]
399	[3310, 3787]
4444	[3808, 4359, 9656, 8647, 2063, 6350, 10368, 8016, 783, 1585, 4913, 1036, 8066, 128, 3915, 3422, 3012, 1679, 4240, 8736, 9689, 11610, 3900, 2667]
4445	[7227, 6717, 2438, 1002, 10955, 470, 7450, 10425, 8368, 11139, 1531, 8558, 6829, 7502, 6451, 10026, 7373, 1264, 2383, 2631, 5528, 8383]
4446	[8016, 8385]
4447	[6005, 3012, 11003]
4448	[8016, 2711, 7162, 11132, 1539, 4240, 5392, 7976, 3151, 3012, 4803, 4402, 5612, 8066, 4811, 1057, 3915]
4449	[7496, 3482]
4450	[5442, 7974, 9495]
4451	[9694, 9658]
4452	[3831, 8016, 10752, 7215, 4118, 8526]
4453	[1631, 9628]
4454	[9880, 4755, 7678, 6056]
400	[9880, 7678]
4455	[4566, 11496, 6048, 6186, 4945, 11052, 3940, 8424, 8597, 4344, 2879, 6146, 497, 6276, 2510, 8947, 10954, 10026, 2414, 7712, 8980, 2362]
4456	[3163, 785]
4457	[6285, 4103, 6996, 9689]
4458	[856, 4566, 2748, 6829, 5858]
4459	[1816, 5915, 412, 10187, 10944, 2680, 3796, 7500, 185, 3933, 4057, 2113, 1964, 8771, 10368]
4460	[8841, 8176]
4461	[5355, 2680, 889]
401	[5484, 9081]
4462	[799, 11437, 5839]
4463	[1348, 5455]
4464	[8960, 6299, 6378, 2680]
4465	[3808, 5718]
4466	[6962, 3023]
4467	[400, 6829]
4468	[4359, 5706, 1975, 1631, 889, 274, 4824, 7988, 6883, 2662, 6225, 3657, 3177, 8147, 4750, 10755, 10880, 5546, 7151, 1102, 8066, 2618, 4261, 3831, 8109, 10842, 6856, 429, 6550, 5709, 7124, 7103, 548, 4999, 9532, 2970, 1183, 10024, 11113, 4803, 157, 1802, 3933, 11282]
4469	[4359, 6856, 1279, 4240, 11655, 11225, 440, 3796, 8066, 4057, 3432]
4470	[8221, 1819]
4471	[3812, 6763, 5919, 9840, 2179, 7248, 11383, 10321, 8016, 10339, 3990, 8022, 2680, 3796, 1930, 5937, 6856, 9384, 8702, 6146, 4103, 1869, 8723, 2146, 7071, 7353, 8122, 5833, 6799, 7656, 7521, 7712, 10317, 3852, 11344, 1575, 8558]
4472	[908, 6809]
4473	[4359, 6856]
4474	[27, 7401]
4475	[125, 929]
4476	[1393, 7550]
4477	[2956, 3310]
4478	[908, 11132]
4479	[3812, 10842, 4803, 5460, 6285, 11282]
4480	[4729, 1728, 3805, 5026, 3443, 521, 7463, 7209, 9714, 10954, 4914, 8649]
4481	[8843, 8385, 6939]
4482	[2960, 10842]
4483	[3831, 5546, 9131, 6856, 4240, 7749, 5709, 1102, 9543, 1817, 10145, 2618, 3933, 8640, 1514]
4484	[2532, 4386]
402	[2017, 4303, 8120, 10393]
4485	[5473, 3793, 9861, 6604, 5613, 8489, 8285]
4486	[3915, 437, 4240]
4487	[8016, 5648, 4803, 7712, 9689, 5460, 4999, 10077, 7811, 2533]
4488	[2544, 8862, 5193]
403	[10632, 7248, 3070, 3754, 11073, 6570, 3796, 7853, 3163, 4793, 10368]
4489	[6962, 11494, 7934]
4490	[2413, 5720, 6754, 4858, 7988, 11003, 11494, 7411, 1698, 3796, 2658, 7936, 10760, 7215, 4335, 7806, 1666, 9698, 1802, 5746, 7223, 6785]
4491	[8913, 7712]
4492	[6647, 10954]
4493	[7797, 7712, 2680]
4494	[6856, 5757]
4495	[4955, 6856, 9689, 8147]
4496	[8066, 7471]
4497	[2299, 3004, 8526]
404	[9011, 9494, 6040]
4498	[4729, 890]
4499	[5227, 8547, 2139, 1042, 9367, 4999, 321, 11701, 10327]
4500	[9106, 2362]
4501	[11097, 6829]
4502	[7955, 6072]
4503	[9172, 11403]
45	[274, 10143, 25, 5472, 2759, 514, 2069, 2228, 4896, 10842, 2197, 6829, 5070, 5699, 6971, 497, 7608, 10587, 3818, 10026, 135, 10867, 1666, 6464, 646]
4504	[9952, 8680]
405	[9102, 9799, 818, 1506, 2680, 5517, 6540, 3679, 8308, 9508]
4505	[6799, 4750, 6763, 8099, 10317, 9367, 8789, 4999, 11277, 6383, 7353, 9477]
4506	[5977, 9843]
4507	[514, 4700, 7625, 11132, 274, 4803, 10587, 10857, 10026, 6843]
4508	[4120, 5501]
4509	[8514, 10632]
4510	[1804, 10368]
4511	[7656, 937, 4415, 9039, 9551, 2063, 2450]
4512	[6005, 5807, 274]
4513	[10144, 4316, 2734, 3310, 8066, 6529, 4324, 4118, 3725, 8067, 7901, 1484, 937, 6975, 9689, 521, 10692, 4720, 8662, 5945]
4514	[514, 1539, 4240, 8947, 16, 7468, 4071, 10414, 7490, 7666, 11277, 10587, 374, 3915, 10927]
4515	[481, 889, 274, 3494, 7712, 2680, 6216, 2209, 8754, 7878, 2610, 3420, 9433, 1193, 9714, 7933, 9385]
4516	[7639, 458]
4517	[1185, 5645, 3773, 7446, 9131]
4518	[3612, 8]
4519	[5761, 10474, 4298, 7988, 3151, 5581, 9324, 7275, 799, 1536, 9490, 6612, 9639, 886, 1003, 8066, 4375, 8017, 8526, 9241, 10624, 6856, 10416, 4105, 10878, 3426, 9467, 334, 11645, 824, 2450, 10954, 5500, 8987, 5737, 9693, 1612, 11261, 11282, 5271, 8018]
4520	[9192, 8371]
4521	[8016, 7131, 8917, 6856]
4522	[162, 6873]
4523	[8066, 10948, 261, 358, 417]
4524	[6398, 7712, 2680, 9821, 8067, 10026]
4525	[3831, 3716, 7124, 185, 1053, 5895]
406	[1345, 374, 11032, 7712]
4526	[908, 6343]
4527	[5428, 7712, 6106, 7946, 6962, 11429]
4528	[10954, 6138]
4529	[3808, 889, 3306, 7988, 8930, 459, 2, 2662, 9590, 10955, 5165, 4210, 10755, 11706, 6525, 3984, 2680, 8390, 10304, 64, 7811, 4793, 7955, 1279, 1290, 5764, 5847, 8396, 10632, 2341, 10633, 5506, 9743, 5929, 9332, 11429]
4530	[8939, 7950]
407	[818, 3745]
4531	[5664, 1501, 6829, 1368, 465, 6085, 3250, 9097, 3065, 2228, 9478]
4532	[3946, 6527]
4533	[8897, 856, 1279, 4025, 889, 4824, 7717, 486, 11032, 9698, 4460, 8325, 6108, 6372, 2250, 6512, 9519, 8383]
4534	[8385, 3306, 10789, 11618, 3443, 9869, 6225, 5783, 6987, 5989, 6304, 4932, 5425, 9008, 2680, 8175, 7509, 11347, 8874, 9385, 10105, 1388, 2960, 185, 7826, 890, 4240, 1874, 5396, 10603, 2790, 75, 1602, 10180, 4693, 10311, 3185]
408	[11018, 374]
4535	[9719, 2557]
4536	[6058, 3581]
4537	[7450, 4803, 7068, 3541, 2680, 9861, 8597, 4103, 7878, 7946, 8489, 4999, 8017]
4538	[10171, 9059]
4539	[11348, 3394]
4540	[11032, 4240, 6306, 7712, 8020, 4836, 4539, 10574]
46	[8325, 9823, 6797]
4541	[10144, 3745, 9001, 8223, 1870, 1653, 11429, 5821, 4503, 11706, 1804, 2680, 8175, 1003, 10056, 9561, 1829, 10138, 10026, 3106, 5701, 3137]
4542	[6962, 10954]
4543	[9610, 8539]
4544	[3990, 8835]
4545	[8016, 8514, 11132, 1666, 10144, 5688, 10842, 10438, 7749, 2111, 7712, 9698, 10845, 6315, 7601, 8463, 1405, 908, 5355, 7373, 10368]
4546	[5825, 7835]
4547	[4803, 3382]
4548	[4420, 455]
4549	[1682, 4845]
4550	[2928, 8965, 10025, 3936]
4551	[8385, 567, 7450, 5309, 1804, 8200, 9658, 6796, 2605, 3065, 8917, 11610, 3439, 3881, 5185, 8017, 11139, 4078, 2130, 2299, 1756]
4552	[943, 7842]
4553	[1920, 3079]
4554	[2604, 9196]
4555	[5866, 4316, 9480, 7373, 2438]
4556	[1666, 10451]
4557	[8526, 5746, 2680, 3796, 5274]
4558	[2335, 4566]
4559	[6048, 3796]
4560	[5075, 10321]
4561	[5972, 6306, 11361, 1506, 11106, 2229, 4501, 471, 10850, 6046, 5773, 9674, 3115, 3994, 457, 1609, 6783, 11412, 2680, 11281, 5274, 9646, 2960, 10309, 7522, 5709, 5564, 6846, 6050, 8521, 4602, 476, 1875, 8322, 8771]
4562	[10732, 8849]
4563	[5918, 10187]
4564	[10963, 6633]
4565	[889, 3053]
4566	[10974, 6477, 5458, 1696]
4567	[6141, 3745]
409	[11543, 4863]
4568	[4702, 2617, 9658, 6579, 11447, 521, 6541, 4118, 2130, 3840, 8558]
4569	[11701, 5458]
4570	[8016, 4118, 7578, 7131]
4571	[5965, 3388]
4572	[2063, 9533]
4573	[7946, 2226, 2414]
4574	[9966, 4398, 8886]
47	[4233, 2960, 9131, 5801, 437, 6829, 6850, 6972, 2111, 1917, 2680, 7299, 9689, 10939, 8489, 10587, 39, 2636, 3440, 1370]
410	[7929, 5056]
4575	[4359, 11132, 6850, 9861, 8834, 6598, 6225, 5223, 8156, 3066, 8674, 1102, 3595, 6922, 2496, 11564, 2114, 991, 3394, 2618, 5698, 11369, 8082, 3915, 9385, 4781, 3831, 9449, 6856, 9925, 5709, 5859, 185, 4311, 2622, 7712, 5481, 1083, 1817, 9424, 11282, 374, 8053]
4576	[2877, 7712, 2156]
4577	[3286, 7204]
4578	[2377, 11496, 7486, 2877, 5910, 11519, 6048, 8674, 11208, 1804, 1102, 2859, 6372, 8017, 9495, 8081, 9480, 3418, 9131, 6856, 11032, 10660, 336, 7215, 145, 9205, 8067, 4016, 4240, 6141, 670, 7712, 11360, 2533]
4579	[457, 9480]
4580	[10144, 5075, 10311, 5165, 8526, 9992]
4581	[524, 4270]
4582	[2103, 2711, 10789, 1874, 10978, 6604, 2680, 7209, 5355, 2353]
4583	[528, 5616, 6817, 215, 3754, 3443, 5579, 5474, 7486, 2877, 8016, 6647, 8390, 3796, 6357, 5751, 5757, 4635, 11122, 10842, 1279, 6829, 6040, 6971, 5408, 4999, 10981, 10867, 8846, 9947, 1183, 1666, 10024, 876, 7455, 9417, 1368, 9689, 10317, 5075, 8687, 9743, 11517, 3783, 4693, 374, 9251, 8558]
4584	[3921, 4999, 11344]
4585	[4955, 3306]
411	[7067, 5196]
4586	[3831, 6856, 4932, 3554, 5860, 11344, 2680, 11494, 2163, 1003, 6146, 10748, 9743, 3933, 10077, 11360, 1829, 1870, 10534]
4587	[1600, 10820]
4588	[4370, 6824]
4589	[743, 5032, 1102]
4590	[2892, 1862, 7946, 6416]
4591	[4103, 2450, 9551, 8017, 8149]
4592	[5774, 10331, 3933]
412	[9223, 11007]
4593	[1506, 804, 7921, 2877, 6186, 338, 2731, 4196, 5809, 3310, 2680, 11564, 10748, 11142, 687, 478, 8190, 11144, 1450, 6697, 437, 3439, 7949, 6299, 8396, 8088, 5877, 5469, 7712, 2040, 7946, 4239, 5097, 5355, 5628]
4594	[6348, 6524]
4595	[8016, 8145, 7040, 8353]
4596	[11262, 8664, 8766, 2905, 16, 8485, 9948, 6108, 138, 3142, 8016, 8674, 9711, 1003, 3291, 9551, 11347, 9385, 8624, 9653, 277, 4119, 5114, 3852, 2862, 1817, 10180, 3929, 9478]
4597	[2229, 9495, 3049, 5318]
413	[7087, 3306, 6141, 4835, 7950, 8145]
4598	[4520, 6056]
4599	[5524, 7763, 6856, 5774, 9133, 7884, 8104, 1870]
4600	[4492, 8630]
4601	[3115, 3915]
4602	[8723, 11608]
4603	[7277, 889, 9358, 9776, 5697, 4152, 8789, 1602, 6372]
4604	[4858, 6783, 3933]
4605	[908, 876]
4606	[2320, 9285, 10824]
4607	[7890, 10954, 3105, 9026, 9131]
4608	[3306, 6566, 16, 2892, 10377, 2680, 6085, 1268, 9770, 9540, 4956, 2156, 4999, 11044, 2856, 10026, 10927, 1884, 6663, 5494, 11462, 6416]
4609	[2213, 1555, 2697, 6306, 7669, 3371, 9213, 11050, 1972, 10321, 3619, 2888, 9017, 23, 10395, 5604, 1930, 8854, 7244, 1236, 11032, 1038, 6481, 6370, 6956, 5199]
414	[8510, 9602]
4610	[4098, 10848, 10535, 2657, 3857, 8204, 10593]
4611	[1206, 10503, 4312, 9140, 3003]
4612	[9101, 8273, 7970]
4613	[315, 3013, 5850, 10647, 6080, 2201, 3626, 3028, 1003, 4266, 351, 1141, 6509, 10843, 7645, 691, 10603, 3949, 2792, 8378, 374]
4614	[5006, 3399, 3247, 937, 7270]
415	[4175, 9376]
4615	[8897, 6775, 7770, 267, 5586, 2932, 9822, 8558]
416	[824, 4105]
4616	[10088, 1804, 5709, 4913]
417	[1998, 9420]
4617	[1921, 2200]
4618	[3014, 8685]
4619	[2717, 3558, 11708, 11408, 3169, 6275, 6203]
4620	[4083, 5209]
48	[9385, 7119]
4621	[10257, 3110, 11546, 2228, 6971]
4622	[2897, 1518, 2680]
4623	[9714, 8729, 6856]
4624	[8016, 10842, 437, 3012, 7947, 2320, 8958, 7799, 9376]
4625	[913, 6394]
4626	[7763, 4702, 11608, 97, 5919, 7611]
4627	[9219, 9561]
418	[7068, 6146, 2680, 2394, 9235, 8625, 2299]
4628	[8622, 174, 7901]
4629	[2237, 11132, 9131, 6856, 7936, 3306, 7934, 7749, 2631, 2636, 890, 9478]
4630	[3, 10380]
4631	[240, 10294]
4632	[732, 4459]
419	[29, 5274]
4633	[11084, 11593]
4634	[890, 11688]
4635	[1867, 10241]
4636	[1870, 7853, 11610]
4637	[11220, 1995]
4638	[535, 6914]
4639	[6005, 8001, 8684, 6856, 11498, 7988, 5718, 4803, 7124, 7618, 1817, 8328, 539, 6106, 3394, 11450, 7353, 1514]
4640	[9636, 2183, 11701, 2680, 7316]
4641	[5894, 2680, 1113, 7380]
4642	[3224, 8899]
4643	[7802, 9938, 6856, 4156, 3443, 4957]
4644	[7199, 1457, 2160, 1930]
4645	[2025, 9219, 937, 7029, 5774, 8424, 7712, 8841, 2718, 2319, 10304, 11347, 5818]
4646	[2314, 9062]
4647	[280, 4665]
4648	[11318, 11355]
4649	[8453, 11032, 4824, 239, 10404, 4738, 3177]
4650	[425, 3115, 4240, 3359, 7509, 8312, 7878, 4999, 8337]
420	[9350, 5066]
4651	[5961, 5138]
4652	[7049, 9858]
4653	[8396, 3541]
4654	[7763, 9689, 7712, 7400]
4655	[2929, 7362]
4656	[1870, 1698]
4657	[10549, 1804, 818, 336, 462, 1930, 5575, 7712, 10603, 7671, 977, 2518, 3188, 9495, 2335, 2105, 890, 8674]
4658	[11132, 1555, 4270, 11564, 5912, 1870, 6048]
4659	[4103, 2813, 2456, 8228]
4660	[2347, 3779, 8396, 7299]
4661	[2324, 5301, 3870]
4662	[9102, 11688, 5274]
4663	[6072, 3306, 429, 3341, 7988, 3796, 4572, 10548, 11282]
49	[2229, 521]
421	[8086, 1328]
4664	[23, 2279]
4665	[7478, 4942, 11244, 4145, 5413, 5354]
4666	[2025, 2748]
4667	[8576, 11123, 3515]
4668	[8913, 1817]
4669	[6385, 3443]
4670	[906, 5460]
4671	[6856, 11409]
4672	[6464, 9757]
4673	[338, 7387]
4674	[10842, 11032, 6972, 10362, 11443, 2682, 2592, 10587, 9385, 4522]
4675	[11701, 1555]
4676	[7640, 1119]
4677	[2213, 9105]
4678	[2877, 10331, 6146]
422	[2364, 10674]
4679	[4105, 308, 7838, 9491, 10587, 1661]
4680	[3418, 4159, 1867, 10473, 1593, 8720, 908, 1823]
4681	[3831, 7719, 3115, 10733, 1011, 4240, 889, 8031, 9693, 440, 10317, 2813, 6106, 6369, 7174, 3177, 3915]
4682	[501, 5783]
4683	[889, 9658, 9754, 7712, 9092, 3595, 10414, 5075, 4103, 1696, 4986]
4684	[6883, 1048, 5593, 3828, 2430, 8951, 8183, 8655, 6879, 11683, 9375, 2954, 3994, 2680, 5612, 7509, 7878, 4633, 11230, 9455, 10325, 9385, 6895, 3704, 5173, 5125, 8303, 8810, 325, 9532, 10138, 4267, 3097, 9543, 3187, 10879, 2812, 8195, 5724, 8845, 3105, 7646]
4685	[859, 7336]
4686	[11414, 10991]
4687	[6856, 1260, 5709, 9698, 2680, 11412, 8576, 10781, 1633, 11341, 10368]
4688	[2730, 5784]
4689	[4878, 3796]
4690	[5473, 11683, 5912, 10879]
4691	[11032, 9662]
4692	[11706, 2455, 8991, 2680, 6085, 10850, 5274, 8629, 3073, 4267, 4125]
4693	[11009, 9094, 6455, 8145, 7712]
4694	[8589, 10065]
4695	[336, 11032, 10304, 9658]
4696	[9131, 2537]
4697	[4466, 11181]
4698	[6306, 8322, 7712, 10789]
4699	[11250, 10856, 1539, 4240, 3012, 3122, 1003, 7103, 9884, 11561, 10324, 6962, 3259, 8526, 6787]
4700	[8385, 6416]
4701	[884, 5458, 3549, 8016, 4945, 2882, 1284, 2680, 3796, 7835, 7853, 2527, 3418, 11032, 4698, 7166, 7231, 9219, 6455, 11125, 9059, 3554, 11314, 9689, 9985, 9509, 1419]
4702	[9429, 7946, 10327, 9358]
423	[7059, 7543]
4703	[2228, 9224]
4704	[3812, 5720, 274, 8617, 5671, 4750, 4945, 11334, 7450, 1804, 1102, 2680, 10748, 5613, 1584, 3546, 10215, 3259, 6829, 4999, 4538, 1666, 6455, 10879, 11626, 9689]
4705	[6141, 2682, 11688]
4706	[3831, 6455, 4913, 308, 4118, 8558]
4707	[10026, 3443]
4708	[1802, 8463, 6141]
424	[8385, 6306, 1721, 11003, 6384, 9001, 3073, 5612, 478, 3163, 6246, 1388, 10842, 1781, 1279, 5173, 2389, 7124, 7075, 2682, 6343, 3382, 2970, 4522, 5877, 11248, 7712, 8991, 1817, 8909]
4709	[11595, 6243]
425	[2402, 5972]
4710	[2538, 8147]
4711	[9359, 6393]
4712	[3281, 1949, 11103, 10358, 4836, 7821, 1986]
4713	[11032, 2932]
4714	[7859, 5426]
426	[4549, 6271]
4715	[8054, 6856, 11032, 10027, 1804, 818, 3754, 2593, 7712, 9689, 1839, 2854]
4716	[3629, 6378]
4717	[8016, 5825, 4105, 7712, 1817, 4618, 5757, 11139, 0]
4718	[9132, 5209, 3306, 9011, 7416, 8551, 5611, 8630, 6852, 9098, 1804, 5918, 6783, 8424, 2680, 7731, 8750, 1003, 11122, 9714, 8501, 4105, 10223, 2156, 1288, 2635, 11439, 6276, 5564, 4103, 8947, 1516, 2450, 8608, 4983, 7916, 1356, 7823, 1942, 1281, 10317, 2493, 2144, 2792, 5271, 11403]
4719	[3812, 4381, 7509, 9855, 7452]
4720	[7277, 10789, 1578, 2820, 2237, 9674, 5807, 7602, 5423, 2680, 5274, 9449, 837, 5709, 11140, 7941, 497, 6299, 10026, 8199, 3908, 1810, 1066, 5177, 5396, 646, 11462, 11018, 457, 6503, 1457, 11688]
4721	[1003, 5918, 2680, 8526, 4082]
4722	[2950, 1578]
4723	[1329, 345]
427	[274, 3754, 6285, 4366, 2937]
4724	[9219, 8998, 11605, 9548, 11619]
4725	[3050, 11103, 23, 2680, 9497, 3694, 7248]
4726	[9035, 2680, 6131, 9992]
428	[33, 10085]
4727	[7950, 946]
4728	[4538, 2932, 3595, 6353, 1939, 4986]
4729	[11714, 3144]
4730	[7763, 889, 1953, 11516, 8524, 5390, 7316, 4670, 6406, 8016, 7661, 1855, 10620, 4152, 133, 9434, 6032, 7929, 8585, 11032, 11027, 9135, 7239, 2585, 6962, 5354, 10434, 8111, 4465, 5396, 1483, 10049, 1802, 6549]
4731	[6455, 1548]
4732	[457, 1113, 4073, 7896, 10311, 11282]
4733	[636, 10321]
4734	[7946, 5545]
4735	[2960, 6477, 5905, 4606, 4105, 10473, 7712, 11344, 2748, 9689, 3443, 8017, 5271, 10954, 4248, 7373]
4736	[2677, 65]
